	comment	hahstags	Nome	Posicionamento
789	"Não concordo com esse absurdo, a humanidade por conta de seu egoísmo egocentrismo, achar que pode tocar, mudar e fazer o que quiser com nosaa fauna e flora mostra para onde o planeta está indo, cada vez que se tem mais educação mais estúpidos ficam! Ao invés de quererem favorecer esse tipo de atrocidade, poderiam fazer mais pela educação de nossas crianças, para que não se tenham esse tipo de atitudes, como já dizia o velho ditado "" pimenta no #$@$ dos outros e refresco! "	[[]]	PL 318/2021	Negativo
790	"Cria não e maus tratos, se você não tem competência para amar, não queira destruir o amor de quem tem..
#euamomeupet sim a pl"	[['euamomeupet']]	PL 318/2021	Positivo
791	Pela democracia no Brasil #VotoImpressoJa 	[['VotoImpressoJa']]	PEC 135/2019	Positivo
792	Cansei de brincarem com a vida dessa forma, o ser humano não é escravo de ninguém, chegou a hora dos animais se livrarem também. #ANIMALNAOÉCOISA	[['ANIMALNAOÉCOISA']]	PL 318/2021	Negativo
795	Aprovar essa PL tá muuuuito longe de preservação ou de parar o processo de extinção. Essa PL só vai abrir brecha pra um aumento do tráfico e exploração de animais silvestres. A preservação da fauna e flora só será eficiente com valorização e investimento em órgãos de fiscalização, institutos de pesquisa e dos profissionais dessa área. #Acreditenaciência 	[['Acreditenaciência']]	PL 318/2021	Negativo
796	Várias espécies estão sumindo por conta do desmatamento e o progresso das grandes cidades e interior,#criar e preservar 🙏🙏🙏	[['criar']]	PL 318/2021	Positivo
797	"Criar sem o intuito de vender e explorar e uma atitude de preservar a natureza pois a muitos animais q nao vive sem os cuidados humanos. Eu acho um absurdo e ter um animal pra o trabalho ai sim e vergonhoso para humanidade #salveosburroscavalosetc
"	[['salveosburroscavalosetc']]	PL 318/2021	Positivo
798	"Exploração animal não é nunca mais deve ser considerada patrimônio cultural ! 
Os animais não estão aqui pra nos servir, devemos viver numa sociedade justa com todos. 
#NÃOaoPL318
Escravidão não é patrimônio!
Tortura não é patrimônio!
Maus tratos não é patrimônio!

Em defesa dos animais, e ao verdadeiro patrimônio cultural(não essa covardia que estão propondo)."	[['NÃOaoPL318']]	PL 318/2021	Negativo
803	Não podemos permitir que essa lei possa ser aprovada , uma lei que desvaloriza avisa dos animais que interfere diretamente a nossa vida , temos que proteger ao máximo todos os tipos de animais que existem , nao podemos deixar que por mero lucro os animais sofram , #não a 318	[['não']]	PL 318/2021	Negativo
805	"Animal não é coisa pra vc usar como ganho de dinheiro. Enquanto queremos que os animais sejam cada vez mais tratados como se fossem filhos, tem gente querendo explorá-los até a morte. Os animais não podem se defender sozinhos, então nós que vamos defender eles desses trogloditas exploradores sem coração.
#animalnaoécoisa #chegadeexploracaoanimal"	[['animalnaoécoisa', 'chegadeexploracaoanimal']]	PL 318/2021	Negativo
807	CRIAR É PRESERVAR O QUE FOI CRIADO, COM MUITO AMOR E DIGNIDADE NO CORAÇÃO 💓 #CONCORDOPLENAMENTE	[['CONCORDOPLENAMENTE']]	PL 318/2021	Positivo
809	"Os Pássaros Criados em cativeiro por Criadores autorizados são muito bem tratado,com Gaiolas apropriadas para a espécie, ração de alto boa, Reprodução de espécies que estão ameaçadas etc
Muitas pessoas confundem traficantes de aves com Criadores autorizados pelo Ibama

Infelizmente o Tráfico de animais acontece mas o papel do Criador autorizado é justamente preservar a espécie
 Votem com consciência,#ConcordoTotalmente"	[['ConcordoTotalmente']]	PL 318/2021	Positivo
810	"VOTEI DISCORDO. PORQUE ANIMAIS SÃO VIDAS E MERECEM TOTAL RESPEITO. ASSIM COMO NÓS.
NÃO COMPACTUEM COM ESSE ATO DESUMANO E CRUEL. PRECISAMOS MUDAR O MUNDO E SÓ VAMOS CONSEGUIR, SE PROTEGERMOS OS ANIMAIS, TENDO MAIS EMPATIA, AMOR E RESPEITO COM ELES. 
PRIORIZEM A VIDA! ELES MERECEM VIVER EM PAZ. DEIXEM OS ANIMAIS!
#PROTEJAMOSANIMAIS"	[['PROTEJAMOSANIMAIS']]	PL 318/2021	Negativo
811	Até quando olharemos os animais como meros objetos? #NAOPL318/2021#SEJAVEGANO	[['NAOPL318', 'SEJAVEGANO']]	PL 318/2021	Negativo
812	"Maus tratos é abandonar animais nas ruas, produção indiscriminada de animais soltos , eu sou criador , meus cães tem uma qualidade de vida q muitos humanos não têm...
#criarepreservar"	[['criarepreservar']]	PL 318/2021	Positivo
816	"Sou totalmente contra a venda e exploração de animais de todas as espécies. 
#animaisnaosaomercadorias"	[['animaisnaosaomercadorias']]	PL 318/2021	Negativo
817	Concordo totalmente, nós somos criadores e nao traficantes muitas espécies estão sendo introduzidas novamente na natureza por conta da nossa criação, preservamos as espécies. #património#cultural 	[['património', 'cultural']]	PL 318/2021	Positivo
818	explorar animais já deu não é mesmo?eles também são seres vivos que merecem respeito e uma vida livre de explorações dos seres humanos, eles são bonequinhas manipulaveis que você pode mandar e desmandar, explorar e jogar fora. Tenhamos o senso pelo amor, já estamos no ano de 2021 e vocês vem com uma proposta dessas? definitivamente perderam todo o senso que eu nem sei se tinham ao menos #diganãoaexploração. Eu realmente espero que não conseguigam, por mais que eu tente não vejo nada de positivo.	[['diganãoaexploração']]	PL 318/2021	Negativo
819	EXPLORAÇÃO DE ANIMAIS QUE VCA QUEREM?? POXA VIDA NEH!! VAMOS TER EMPATIA E RESPEITO AOS ANIMAIS!!! #discordoplenamente	[['discordoplenamente']]	PL 318/2021	Negativo
821	Não existe justificativa pra criar cães e Gatos, já existem milhares deles nas ruas por nossa culpa! Eles merecem I'm lar, e é tirada deles essa oportunidade quando você compra, sendo que a mãe matriz do filhote da vitrine é abusada até ser descartada, abandonada na rua como vejo em milhares de casos (sou voluntária numa ong de proteção animal.) E a criação de animais silvestres tratando como patrimonio material é um absurdo! É claro que será para caça! Discordo totalmente! #pl318nao	[['pl318nao']]	PL 318/2021	Positivo
822	"Animais não deveriam ser explorados e comercializados dessa forma! De forma nenhuma! Os animais utilizados para procriar sofrem e passam maus bocados. ""Mas é pra preservar as espécies!"" e esses animais ligam se vão ser ""extintos""? Já parou pra pensar em quantos problemas as futuras gerações de animais evitariam problemas e doenças se não fossem de raça pura? Animais não são patrimonio cultural, são seres tão vivos quanto nós, e merecem tratamento, respeito e amor igualmente! #govegan"	[['govegan']]	PL 318/2021	Positivo
823	Muitos votando contra pois fala dos maus-tratos animais, so que não vamos generalizar, tem gente que cuida e ama, agora pra gente ruim e sem caráter ele não precisa ter em casa um animalzinho para maltratar, segundo pesquisas 87% dos maus-tratos são com animais de rua, e vc, vai fazer o que? Tirar todos os animais da rua e botar na sua casa? Sou contra os maus-tratos, essas pessoas precisam pagar, mas sou a favor de criar e preservar as espécies que tanto amamos! #naotirenossosanimaisdagente	[['naotirenossosanimaisdagente']]	PL 318/2021	Positivo
824	Proteção animal = exploração através de vitimismo em busca de $$$  #pl318sim	[['pl318sim']]	PL 318/2021	Positivo
825	Cultura mundial, podendo gerar muito mais empregos formalizados, principalmente na crise que estamos. Além da preservação de uma ave milenar, que inspirou vários guerreiros a lutarem pela pátria amada.#Galocombatenteminha paixão.	[['Galocombatenteminha']]	PL 318/2021	Positivo
826	"Mais um veterinário que só enxerga o lucro e não os animais. Lamentável que ainda vejam os animais como meros produtos.
Chega de maus-tratos. Chega de tamanha ignorância. #naocompreadote"	[['naocompreadote']]	PL 318/2021	Negativo
827	Eu amo aves em geral cachorro gatos e etc... Mais não podemos proibir a criação nunca #aves pra sempre	[['aves']]	PL 318/2021	Positivo
828	Só totalmente a favor , sendo que as aves sejam cadastrada . # cria é preserva 	[[]]	PL 318/2021	Positivo
829	"concordo plenamento com a criaçao e  preservarsao
#criar&preserva"	[['criar']]	PL 318/2021	Positivo
830	Nós devemos ter bom senso pois vocês que não gosta de animais blz tudo bem respeitamos mas tirar o nosso direito de termos nossos animais com muito amor e carinho e responsabilidades #reflitam nos que se dedicamos a cuidar como fosse nossos filhos membro da família 	[['reflitam']]	PL 318/2021	Positivo
833	Exploracao, abuso, sofrimento, maldade, crueldade... Vamos parar com isso. Tanta comida boa e gostosa de fácil acesso, temos que sacrificar uma vida pra satisfazer nossa ganância.  Devemos cuidar, amar e proteger esses seres que só nos amam, cuidam da gente, nos protegem e são sinceros. #NAOAOUSODECARROÇAS. #FIMDA EXPLORAÇÃOANIMAL. #PAZMUNDIAL. #PONTOFINALNAVIOLENCIA.	[['NAOAOUSODECARROÇAS', 'FIMDA', 'PAZMUNDIAL', 'PONTOFINALNAVIOLENCIA']]	PL 318/2021	Positivo
835	"Criar e preservar #somos criadores não traficantes#
"	[['somos']]	PL 318/2021	Positivo
836	Criar e preservar os animais sou a favor da pec os criadores salvam os animais ,nos criadores nao somos bandidos , a criação de animais eu apoio ###criação de animais ###	[['criação']]	PL 318/2021	Positivo
840	Essa pec vai tirar os serviços  públicos acessíveis  a população, que será  prejudicados serão  os mais necessitados  desses serviços! #PEC32Nao 	[['PEC32Nao']]	PEC 32/2020	Negativo
841	Chega de criação de fundo de quintal, maus tratos, isso é um absurdo. Um retrocesso. Os animais merecem ser livres... chega de exploração. Vão trabalhar e caçar o que fazer. Deixem os animais em paz E LIVRES. #maisrespeitoporfavor 	[['maisrespeitoporfavor']]	PL 318/2021	Negativo
842	Criar e preservar,se não tivesse os criadores e reproduções de ave em cativeiro muitas espécie já estava em extinção eu apoio #criar e preservar 👊🏾✌🏿	[['criar']]	PL 318/2021	Positivo
843	"A criação domestica  e uma segurança que muitas das especies que estão em extinção podem sair desse estado critico se o governo e demais órgãos apoiassem e conscientizasse os verdadeiros criadores e fosse mas rigorosos com os que traficam esses animais com certeza  não correia riscos de serem extintas pois seus habitats naturais estão sendo destruídos e degradados por nos seres humanos. E onde os verdadeiros criadores  tem seu papel fundamental que e criar e preservar . 
#cria e preservar!"	[['cria']]	PL 318/2021	Positivo
844	"Se os animais não tem habitats naturais devido a destruição e degradação do meio ambientes como pode haver ponto negativos de criar e preserva-los em cativeiros? 
A unica forma de ainda existir esses animais e a criação consciente de muitos criadores! #criar e preservar"	[['criar']]	PL 318/2021	Negativo
847	#VotoImpressoJa	[['VotoImpressoJa']]	PEC 135/2019	Positivo
848	imprensidivel para a preservação das aves bem como estar totalmente atrelada a saúde mental das pessoas. #criar e preservar 	[['criar']]	PL 318/2021	Positivo
849	Criar e preservar ,Mais tratos contra os animais e poluição por queimadas e mares parem de hipocrisia na maioria das vezes quem é contra prolifera lixos sobre a natureza , cuidados com os animais e parar de jogar lixo no chão, nos rios, e poluir o ar. #hipocritas	[['hipocritas']]	PL 318/2021	Positivo
851	"A criação doméstica vai ajudar na conservação das espécies, uma vez que os animais estão ficando sem o seu espaço natural provocado pelo crescimento econômico e outras ações.
#Ajude na conservação das espécie, seja um criador legalizado "	[['Ajude']]	PL 318/2021	Positivo
852	"Essa lei amplia os modos de exploração já existentes, alegando haver fiscalização, mas sabemos que não terá pois não temos no Brasil um número suficiente de profissionais qualificados para fiscalizar, visto que o Brasil é um país muito extenso. E, no atual governo, tudo o que eles pretendem é o desmonte de órgãos ambientais pra se saírem safos de seus crimes ambientais. Vai fiscalizar como se não tem esses órgãos???? #DISCORDOTOTALMENTE
#PL318/21NÃO"	[['DISCORDOTOTALMENTE', 'PL318']]	PL 318/2021	Negativo
861	Sou extremamente favoravel ao voto impresso mesmo que, especialistas digam o contrário referente à urna eletrônica. #votoimpressosim	[['votoimpressosim']]	PEC 135/2019	Positivo
862	"É a garantia que o eleitor tem do seu voto. 
#votoimpresso2022 
Sou a favor. "	[['votoimpresso2022']]	PEC 135/2019	Positivo
863	Quem não deve não tem, não consegui entender porque ser contra um sistema que só almenta a segurança das urnas. #votoimpresso.	[['votoimpresso']]	PEC 135/2019	Positivo
864	"A PL 318/2021 NÃO contribui para a preservação das espécies e sim para a perpetuação da exploração animal. A PL 318/2021 é assassina! DISCORDO TOTALMENTE.

#Respost"	[['Respost']]	PL 318/2021	Negativo
865	"É muito triste, tudo se resume a dinheiro, essa lei é para que consigam dinheiro atraves do sofrimento dos animais...#naoavendadevidas
Animais não sao mercadorias..."	[['naoavendadevidas']]	PL 318/2021	Negativo
866	"É muito triste, tudo se resume a dinheiro, essa lei é para que consigam dinheiro atraves do sofrimento dos animais...#naoavendadevidas
Animais não sao mercadorias..."	[['naoavendadevidas']]	PL 318/2021	Negativo
867	"Um projeto como este vai na contra mão de anos de avanços contra as práticas ilegais de criação, venda e caça de animais. 

Diga #NÃO ao PL 318/2021!"	[['NÃO']]	PL 318/2021	Negativo
868	"É sério q em pleno século XXI, ainda estamos discutindo tamanha barbaridade? #todasasvidasimportam
A sua a minha e a deles também"	[['todasasvidasimportam']]	PL 318/2021	Negativo
869	"Quer criar animais? Que façam isso com segurança, respeito, de maneira íntegra!!!
""Legalizar"" barbáries está fora de moda desde a Idade Média!!! Acorda, Brasil!
#respeito"	[['respeito']]	PL 318/2021	Negativo
870	"Basta !!
Chega de explorar os animais !!
A mãe natureza não aguenta mais tanto retrocesso !!
E nós também !!
# Não a PL 318 /2021"	[[]]	PL 318/2021	Negativo
871	"Os animais merecem se tratados com AMOR, RESPEITO, CARINHO, ATENÇÃO, eles não são objetos para serem comercializados. Sou TOTALMENTE CONTRA a todo e qualquer tipo de maus tratos as animais.
#CadeiaParaMausTratosDeAnimais"	[['CadeiaParaMausTratosDeAnimais']]	PL 318/2021	Positivo
872	"Com a PL 318/2021, a natureza não será preservada e sim PRIVATIZADA... E a crueldade e o pouco direito que os animais têm, os será TIRADO.

TEMOS QUE PROTEGER NOSSOS ANIMAIS E O RESTANTE DA NATUREZA, POIS ESTES NÃO NOS PERTENCE, CADA UM ESTA A SEU PRÓPRIO PROPÓSITO E NAO PARA SERVIR O HOMEM.
#naopl318/2021"	[['naopl318']]	PL 318/2021	Negativo
873	A PL 318/2021 É uma vergonha não contribui em nada para a preservação de vida, somente vai servir para manter escravidão e exploração animal.#Não PL318/2021.	[['Não']]	PL 318/2021	Positivo
874	Essa PEC é um ABSURDO!! Não contribui EM NADA PARA PRESERVAÇÃO de espécies e sim para exploração animal!! Além de deixar isentos os monstros que fazem barbaridades com estes seres indefesos!!! #PrisãoAQuemMaltrataOsAnimais	[['PrisãoAQuemMaltrataOsAnimais']]	PL 318/2021	Negativo
875	Essa PL é absurda discordo totalmente. Deveriam haver PLs pra ajudar os Protetores de animas unidos, o grupo #CadeiaParaMausTratos. Ninguém tem direitos sobre um animal entendam isso de uma vez por todas! Cada bicho seja ele qual for deve ser livre e ter sua individualidade, animais domésticos tem tutores para lhes prover condições de vida melhores. NÃO EXISTEM DONOS DE ANIMAIS, não existe ser dono de animais silvestres, e passarinhos não são bichos de estimação, abram os olhos pra crueldade!	[['CadeiaParaMausTratos']]	PL 318/2021	Negativo
876	"Acho um absurdo oque fazem com os animais como se ja não bastasse tanto sofrimento que ocorre por ai, eles são obrigados a fazerem o cruzamento contra sua própria vontade , ou seja estupro . isso e estupro mas a diferença e que e forçado por pessoas oportunistas que usam animais e fazem-o sofrer por pura ganância de ter dinheiro.
Esse dinheiro e sujo e vem do sofrimento de uma fêmea indefesa que não escolheu estar naquela situação . 
 #RespeitoATodosOsAnimaisDoPlaneta "	[['RespeitoATodosOsAnimaisDoPlaneta']]	PL 318/2021	Negativo
877	Eles,os animais não são *coisa*,deve-se sim preservar a vida deles com dignidade,cuidados e leis mais duras para maustratos, comercialização e abandono.  Essa lei não é em prol dos animais, alguém irá ter vantagem!!! #votenao	[['votenao']]	PL 318/2021	Negativo
878	Nem todos q comercializam respeitam os animais e só pensam em $$. #cadeiaparamaustratos 	[['cadeiaparamaustratos']]	PL 318/2021	Negativo
879	Somente o ignorante não vê que essa lei quer favorecer os criadores abusivos de animais e proteger os agressores incentivando-os a cometer barbaridades. Essa lei vai favorecer os maus tratos. #DIGA DISCORDO TOTALMENTE	[['DIGA']]	PL 318/2021	Negativo
880	NAO podemos permitir uma atrocidades dessas, os animais de todas as espécies fazem parte do nosso bem estar, da nossa natureza, e do nosso planeta, nós humanos não devemos mexer com eles muito menos maltratá-los ou tratar como objetos e mercadorias, abram a mente, toque os corações, sejam HUMANOS de bons corações #NaoaPl318	[['NaoaPl318']]	PL 318/2021	Positivo
881	Absurdo 😡 animais sendo comercializado em criadouros desprezados e imundos, sem amor e sem dignidade. Este projeto de lei foi andar para trás em tudo que estamos lutando duramente contra os maus tratos #NaoAPL318/21 #ChegaDeTortura #ChegaDeMausTratos 	[['NaoAPL318', 'ChegaDeTortura', 'ChegaDeMausTratos']]	PL 318/2021	Negativo
882	São seres vivos e merecem amor e respeito! Comercialização e maus-tratos devem ser punidos com cadeia! #cadeiaparamaustratos 	[['cadeiaparamaustratos']]	PL 318/2021	Negativo
883	Crueldade! Vamos pra cima povo ! Vamos compartilhar parabéns o maior número de pessoas o poder emana do povo! #Naoapl318/2021	[['Naoapl318']]	PL 318/2021	Negativo
884	"Cultura não explora , cultura exalta o que um dia foi positivo para alguém  . Nunca será positivo explorar e judiar de vidas que foram criadas para serem livres e cuidadas com amor e carinho . 
Tenho certeza que não passaremos por essa vergonha horrorosa.
#NãoaPL318/2021"	[['NãoaPL318']]	PL 318/2021	Positivo
885	Concordo plenamente com o voto impresso, pois ficará mais fácil a conferência e tendo em vista que muitas urnas eletrônicas foram fraudadas desde que começaram a ser adotadas no Brasil. #votoimpressosim	[['votoimpressosim']]	PEC 135/2019	Positivo
886	"Esse projeto visa atender somente os interesses dos criadores. Não proporciona nenhum bem estar aos animais  e nem os protege de eventuais explorações, crueldades e maus-tratos.

Animais não são para gerar lucros, nem para serem explorados para qualquer finalidade.

#animaisnaosaomercadorias

DISCORDO TOTALMENTE desse projeto"	[['animaisnaosaomercadorias']]	PL 318/2021	Negativo
887	Animais não são coisas para servirem de comercialização, a PL só abre brechas, para mais e mais impunidades. Talvez o próprio deputado esteja querendo se beneficiar e/ou legalizar àquilo que ele mesmo já prática, mas necessita de uma lei que posa lhe resguardar de prejuízos judiciais, pois leis não são feitas em prol da sociedade ou meio ambiente, mas sim para facilitar a vida desses engravatados gananciosos que se sentem donos do mundo. #NojoPL318/2021	[['NojoPL318']]	PL 318/2021	Negativo
888	O animal foi feito pra viver na natureza, em seu hábitat natural. É repugnante existir uma Lei a favor de retirar eles de onde eles tem que ficar. Lamentável que ainda exista pessoas a favor dessa lei. Os humanos são o câncer do planeta!! Sou completamente contra essa barbaridade. #NÃOAOPL. 	[['NÃOAOPL']]	PL 318/2021	Negativo
889	"#NãoAReformaAdministrativa
Isso é a destruição do estado e, consequentemente, o abandono do povo brasileiro. Os políticos e os funcionários do alto escalão com seus privilégios e auxílios variados são quem oneram e roubam o estado brasileiro. Essa reforma é uma farsa, um ataque, uma traição contra o povo brasileiro."	[['NãoAReformaAdministrativa']]	PEC 32/2020	Negativo
890	Animais não são brinquedos, tem sentimentos nerecem aer tratados com respeito. # nãoaessapec. ABSURDO.	[[]]	PL 318/2021	Positivo
891	"Já não basta tanta atrocidade que vemos contra os animais, querem legalizar o comércio de animais, é um absurdo é um retrocesso total a todos que lutam diariamente cuidando, salvando contra as barbáries feitas com os animais! 
Ridículo esse projeto de lei, #naovaipassar 🙏🏻"	[['naovaipassar']]	PL 318/2021	Negativo
892	"Voto impresso junto com a urna eletrônica terá possibilidade de uma revisão e a certeza que em quem vc votou será realmente eleito com auditoria! 
#Votoimpressoja
"	[['Votoimpressoja']]	PEC 135/2019	Positivo
893	# Não tirem nossos animais pro favor 	[[]]	PL 318/2021	Positivo
894	Os animais são muito gente boa não tirem eles de nós pro favor eu adoro os animais e não quero ficar sem eles # Os animais ficam 	[[]]	PL 318/2021	Positivo
895	A ideia pode até PARECER boa, mas esse projeto abre várias brechas e dá segurança jurídica para atividades relacionadas à exploração e crueldade animal no Brasil, eu peço para que votem que descordam totalmente #PL318não	[['PL318não']]	PL 318/2021	Negativo
896	"Não concordo, esses animais não são brinquedos, são vidas, até quando a ganância prevalecerá.
#ContraPL318/2021
Isso é revoltante."	[['ContraPL318']]	PL 318/2021	Negativo
897	"EU PESSO A TODOS OS DEPUTADOS E SENADORES QUE NÃO APROVE O PROJETO DA DESTRUIÇÃO AMBIENTAL NA AMAZÔNIA E NO PANTANAL E NO CERRADO.

PORQUÊ A AMAZÔNIA É NOSSA, E NÃO DO PRESIDENTE DA REPÚBLICA JAIR BOLSONARO.

DEMARCAÇÃO JÁ

#VIDASINDIGENASIMPORTAM"	[['VIDASINDIGENASIMPORTAM']]	PL 318/2021	Positivo
898	Tem muita gente que e bastante apegado aos animais e por uma lei nada ave as pessoas adoecem #esseemeubrasil	[['esseemeubrasil']]	PL 318/2021	Positivo
899	A favor de quem cria e cuida dos seus animais a começa de um cachorro, gato, cavalo, cobra... Enfim digo em geral #TIRINGA #CHARLLES 	[['TIRINGA', 'CHARLLES']]	PL 318/2021	Negativo
900	os animais não nos pertencem, não podemos escraviza-lós ainda mais do que já fazemos, precisamos deles sim na nossa vida, mas como amigos e não como produtos e alimentos. #GOVEGAN	[['GOVEGAN']]	PL 318/2021	Negativo
901	minha opinião é que voto impresso dificulta a perpetuação de quem esta no poder... foi exatamente por isso que ponharam estas urnas... stalin dizia que quem vota nao muda nada e sim quem conta os votos... no caso já vem industrializado a fraude... #votoimpressojá	[['votoimpressojá']]	PEC 135/2019	Positivo
902	"Todos os animais que não tem lar, sofrem muito basta ver a situação dos cães de rua virando um lixo e outro pra poder comer, se tiver cuidados e fiscalização ser domésticado e a melhor solução. #Charles e Tiringa.
"	[['Charles']]	PL 318/2021	Positivo
905	"VOTE A FAVOR DA PL 318/2021
#tamos juntos COMÉDIA SELVAGEM
se a pessoa quer criar seu animal deixa , desse que seja bem tratado , eu tenho pássaros etc.."	[['tamos']]	PL 318/2021	Positivo
907	Eu Concordo Que Tenque Cria Animais Ss Desde Que Nao Seja Criados Presos E Sendo Maltratados To Aqui Pra Apoia O #Charles Nessa Valeu #ComédiaServagem	[['Charles', 'ComédiaServagem']]	PL 318/2021	Positivo
909	Apoio total para essa lei #tiringaecharles	[['tiringaecharles']]	PL 318/2021	Positivo
911	"Nenhum ponto positivo! Desmonte do serviço  público.
#NAOPEC32
"	[['NAOPEC32']]	PEC 32/2020	Positivo
